sos_id,AVAPPDATE,AVAPPTYPE,AVRECVDATE,AVSENTDATE,PARTYAFFIL,PHONE
OH0013117269,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013165267,8/21/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0021651761,8/19/2020,PROBLEM APP,/  /,/  /,---,419.479.8385
OH0022990525,6/3/2020,PROBLEM APP,/  /,/  /,---,419.508.2578
OH0013017431,6/8/2020,PROBLEM APP,/  /,/  /,REP, 
OH0021995932,8/24/2020,PROBLEM APP,/  /,/  /,---,419.885.2481
OH0013111474,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0018635692,8/19/2020,PROBLEM APP,/  /,/  /,---,419.280.8358
OH0013229413,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0018513257,8/24/2020,PROBLEM APP,/  /,/  /,---,419.382.2316
OH0013148721,8/24/2020,PROBLEM APP,/  /,/  /,---,419.385.5934
OH0013040618,8/24/2020,PROBLEM APP,/  /,/  /,---,419.829.5395
OH0013134857,8/18/2020,PROBLEM APP,/  /,/  /,---,419.726.4298
OH0018504006,8/24/2020,PROBLEM APP,/  /,/  /,---,419.478.0038
OH0012986213,8/24/2020,PROBLEM APP,/  /,/  /,---,419.478.7807
OH0020280552,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0022766175,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013031500,8/19/2020,PROBLEM APP,/  /,/  /,---,419.351.5358
OH0018512291,8/19/2020,PROBLEM APP,/  /,/  /,---,419.250.3459
OH0013245007,8/18/2020,PROBLEM APP,/  /,/  /,---,419.984.4361
OH0013203476,6/8/2020,PROBLEM APP,/  /,/  /,DEM,419.241.5349
OH0013099690,8/24/2020,PROBLEM APP,/  /,/  /,---,419.697.4730
OH0013000907,8/24/2020,PROBLEM APP,/  /,/  /,---,419.705.9291
OH0024069797,8/18/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013065442,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0018515013,8/20/2020,PROBLEM APP,/  /,/  /,---,419.801.1939
OH0022562295,6/9/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0024491632,8/19/2020,PROBLEM APP,/  /,/  /,---,734.286.1935
OH0013137243,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0022695937,8/7/2020,PROBLEM APP,/  /,/  /,---,419.913.6081
OH0013224799,8/21/2020,PROBLEM APP,/  /,/  /,---,419.389.7211
OH0019749120,6/3/2020,PROBLEM APP,/  /,/  /,DEM,419.345.6864
OH0013102670,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013206386,8/21/2020,PROBLEM APP,/  /,/  /,DEM,419.474.0861
OH0013194579,8/20/2020,PROBLEM APP,/  /,/  /,---,419.841.8963
OH0021179063,8/20/2020,PROBLEM APP,/  /,/  /,---,419.841.8963
OH0013067258,8/10/2020,PROBLEM APP,/  /,/  /,---,419.865.9228
OH0018505157,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013120821,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0015490815,8/21/2020,PROBLEM APP,/  /,/  /,---,419.705.0764
OH0013112295,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013040678,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.382.6551
OH0013182657,8/24/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013147304,8/24/2020,PROBLEM APP,/  /,/  /,---,419.539.4113
OH0025154428,6/22/2020,PROBLEM APP,/  /,/  /,---, 
OH0025154425,6/22/2020,PROBLEM APP,/  /,/  /,---,509.750.9916
OH0013191711,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013242602,8/24/2020,PROBLEM APP,/  /,/  /,---,419.475.4446
OH0012996124,8/18/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0025074811,8/20/2020,PROBLEM APP,/  /,/  /,---,567.298.8785
OH0013049944,8/18/2020,PROBLEM APP,/  /,/  /,---,419.478.7195
OH0012994834,8/21/2020,PROBLEM APP,/  /,/  /,---,419.246.7774
OH0013087505,8/24/2020,PROBLEM APP,/  /,/  /,---,419.474.1049
OH0013196372,8/19/2020,PROBLEM APP,/  /,/  /,---,419.514.4095
OH0021543945,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013004445,8/24/2020,PROBLEM APP,/  /,/  /,---,419.297.2626
OH0024110455,7/13/2020,PROBLEM APP,/  /,/  /,---, 
OH0022766907,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013102104,8/24/2020,PROBLEM APP,/  /,/  /,---,419.360.7548
OH0022647528,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0023814317,8/19/2020,PROBLEM APP,/  /,/  /,---,419.552.9544
OH0021108095,8/24/2020,PROBLEM APP,/  /,/  /,---,419.917.9636
OH0013080940,8/19/2020,PROBLEM APP,/  /,/  /,---,419.693.4711
OH0023463363,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013113875,8/21/2020,PROBLEM APP,/  /,/  /,---,419.467.9491
OH0013135203,8/21/2020,PROBLEM APP,/  /,/  /,---,419.244.8241
OH0013172200,8/11/2020,PROBLEM APP,/  /,/  /,---,419.254.0633
OH0015838565,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0021864456,8/24/2020,PROBLEM APP,/  /,/  /,---,567.297.0619
OH0013227520,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0012997030,8/18/2020,PROBLEM APP,/  /,/  /,---,419.841.2520
OH0023713484,8/24/2020,PROBLEM APP,/  /,/  /,---,617.688.0435
OH0018519112,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013044867,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0021592505,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.376.6156
OH0020175249,8/21/2020,PROBLEM APP,/  /,/  /,---,419.255.1305
OH0018895589,8/19/2020,PROBLEM APP,/  /,/  /,---,419.290.0151
OH0019347127,8/19/2020,PROBLEM APP,/  /,/  /,---,419.491.8596
OH0019627436,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013118207,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013198781,8/19/2020,PROBLEM APP,/  /,/  /,---,419.244.2859
OH0012993937,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.381.9655
OH0022808110,8/19/2020,PROBLEM APP,/  /,/  /,---,419.377.6528
OH0013034696,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013041778,8/20/2020,PROBLEM APP,/  /,/  /,---,419.472.9575
OH0018505473,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0025233919,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013240077,8/20/2020,PROBLEM APP,/  /,/  /,---,419.693.5289
OH0024086473,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.283.7208
OH0022766442,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0022992078,8/19/2020,PROBLEM APP,/  /,/  /,---,419.704.7662
OH0013130282,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.868.6761
OH0013229972,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013177463,6/9/2020,PROBLEM APP,/  /,/  /,---,419.693.6725
OH0015488388,8/19/2020,PROBLEM APP,/  /,/  /,---,419.885.3374
OH0013054959,8/24/2020,PROBLEM APP,/  /,/  /,---,419.467.7605
OH0024770677,8/21/2020,PROBLEM APP,/  /,/  /,---,419.984.3903
OH0013254759,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0025048122,8/20/2020,PROBLEM APP,/  /,/  /,---,216.644.3172
OH0013068940,8/24/2020,PROBLEM APP,/  /,/  /,---,419.475.6736
OH0013142831,6/9/2020,PROBLEM APP,/  /,/  /,REP,419.290.6704
OH0024349134,8/21/2020,PROBLEM APP,/  /,/  /,---,408.809.7059
OH0013119516,8/21/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0015583628,8/19/2020,PROBLEM APP,/  /,/  /,---,419.509.0543
OH0025321852,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013189769,8/20/2020,PROBLEM APP,/  /,/  /,---,419.376.2789
OH0013041748,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0012990007,8/24/2020,PROBLEM APP,/  /,/  /,---,419.476.9188
OH0020439342,8/20/2020,PROBLEM APP,/  /,/  /,---,419.250.8549
OH0013093012,8/7/2020,PROBLEM APP,/  /,/  /,---, 
OH0020369021,8/24/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013223364,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0020023952,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0020239330,8/19/2020,PROBLEM APP,/  /,/  /,---,419.724.3078
OH0018734090,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0012997579,8/6/2020,PROBLEM APP,/  /,/  /,NON,419.351.9262
OH0019697600,8/20/2020,PROBLEM APP,/  /,/  /,---,419.870.9119
OH0022992065,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013137982,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0012998970,8/24/2020,PROBLEM APP,/  /,/  /,---,419.474.3622
OH0013188873,8/24/2020,PROBLEM APP,/  /,/  /,---,419.474.3622
OH0013195696,8/19/2020,PROBLEM APP,/  /,/  /,---,734.847.8580
OH0013114309,8/19/2020,PROBLEM APP,/  /,/  /,---,419.882.1417
OH0019479121,8/17/2020,PROBLEM APP,/  /,/  /,---,419.251.3998
OH0013120699,8/19/2020,PROBLEM APP,/  /,/  /,---,419.534.2237
OH0013148105,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0012992894,8/24/2020,PROBLEM APP,/  /,/  /,---,419.471.9965
OH0025293566,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0021381130,8/19/2020,PROBLEM APP,/  /,/  /,---,419.726.2321
OH0012995737,6/10/2020,PROBLEM APP,/  /,/  /,DEM,419.350.1660
OH0013061319,8/19/2020,PROBLEM APP,/  /,/  /,DEM,419.836.8762
OH0013028523,8/19/2020,PROBLEM APP,/  /,/  /,---,419.693.8407
OH0013082365,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0024304315,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013200189,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013104259,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0024501327,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.349.2880
OH0018652623,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0013246909,8/24/2020,PROBLEM APP,/  /,/  /,---,419.870.8976
OH0021463406,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0013242298,8/21/2020,PROBLEM APP,/  /,/  /,---,419.206.7869
OH0013010787,7/27/2020,PROBLEM APP,/  /,/  /,DEM,419.727.9474
OH0013036673,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013135102,7/27/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013114728,8/21/2020,PROBLEM APP,/  /,/  /,---,419.471.9117
OH0013069330,8/24/2020,PROBLEM APP,/  /,/  /,---,419.531.3477
OH0024666903,8/21/2020,PROBLEM APP,/  /,/  /,---,405.314.0784
OH0022675578,8/17/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0018503503,8/21/2020,PROBLEM APP,/  /,/  /,---,419.779.1862
OH0013170150,8/20/2020,PROBLEM APP,/  /,/  /,---,419.843.9520
OH0013183752,8/19/2020,PROBLEM APP,/  /,/  /,---,419.474.2959
OH0024896028,8/24/2020,PROBLEM APP,/  /,/  /,---,419.381.1716
OH0013122724,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0015563650,8/24/2020,PROBLEM APP,/  /,/  /,---,419.690.0490
OH0013128228,8/21/2020,PROBLEM APP,/  /,/  /,---,419.514.5212
OH0013184828,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0023442081,8/19/2020,PROBLEM APP,/  /,/  /,---,419.304.5837
OH0013072066,8/20/2020,PROBLEM APP,/  /,/  /,---,419.693.2949
OH0023979255,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0015604541,8/20/2020,PROBLEM APP,/  /,/  /,---,419.693.5131
OH0013184075,8/24/2020,PROBLEM APP,/  /,/  /,---,419.259.4030
OH0013029603,8/18/2020,PROBLEM APP,/  /,/  /,---,419.729.9337
OH0024041457,8/19/2020,PROBLEM APP,/  /,/  /,---,419.377.2247
OH0022226659,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013135637,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0019015638,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0019432931,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013118940,8/20/2020,PROBLEM APP,/  /,/  /,---,419.472.5424
OH0013016645,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0019346878,8/20/2020,PROBLEM APP,/  /,/  /,---,419.304.2039
OH0023319434,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0011140273,7/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0021378564,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023874466,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025482755,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024311412,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023382773,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011151848,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023229033,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0012265564,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024956897,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0020347501,8/6/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0019774631,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011151521,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023609725,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0022762368,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0021976879,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011427673,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0015830103,8/5/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011428844,8/21/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025049369,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0022307098,7/29/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023712745,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011178732,8/5/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011430229,8/5/2020,PROBLEM APPS,/  /,/  /,REP,
OH0023164062,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0011183094,8/21/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011184812,7/24/2020,PROBLEM APPS,/  /,/  /,ISS,
OH0016005931,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023117246,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011192317,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0021577006,7/27/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011172859,7/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0019270302,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011202175,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0018957587,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011209824,7/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0021816767,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025715647,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025470103,8/19/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011222880,7/24/2020,PROBLEM APPS,/  /,/  /,REP,
OH0015634457,8/20/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0025334693,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011442975,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011230006,7/24/2020,PROBLEM APPS,/  /,/  /,REP,
OH0023286469,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019484892,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011444618,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011235175,8/6/2020,PROBLEM APPS,/  /,/  /,REP,
OH0025513975,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011270554,7/31/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011241783,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011242428,8/5/2020,PROBLEM APPS,/  /,/  /,REP,
OH0011243617,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0020058365,8/6/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011447601,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011248515,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0024365513,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011250127,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011250341,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0021357279,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011251825,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0022165202,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011449538,8/19/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0022188525,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011453481,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011453550,7/24/2020,PROBLEM APPS,/  /,/  /,REP,
OH0011271098,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0021949521,8/5/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019042262,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011274178,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011274509,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024654133,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0022120880,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024323961,7/27/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011278585,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0015832803,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024088695,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024647360,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024900776,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025176782,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023312235,7/27/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0025310282,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011287332,7/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011287546,8/6/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0022317091,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011289231,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011289226,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0018833514,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0015832457,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023490263,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011459072,7/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0022943708,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023354515,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011241193,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011298307,8/21/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025372513,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024822528,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025228564,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0020331423,8/6/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011303085,8/20/2020,PROBLEM APPS,/  /,/  /,ISS,
OH0011303439,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0023069788,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011306546,7/29/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011307118,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0019769195,8/3/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011477228,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011310150,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0011310156,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0025046374,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024899817,8/5/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011426288,7/29/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0021076851,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011320264,7/27/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011489844,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011332096,8/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011332241,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011470997,8/19/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011338728,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011471970,8/19/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011341696,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025710952,8/5/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011342857,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0020009171,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0015870224,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0014062812,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0012551253,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011473564,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0011350394,8/20/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0024998645,7/31/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024605503,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0025273978,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011353353,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019305565,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011354372,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0021976489,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024491897,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019151960,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011361514,8/6/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011363261,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011364924,8/24/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011365100,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011366154,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011370549,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0024470642,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011203147,7/28/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011377711,8/20/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011382221,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011384327,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0022414025,8/1/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0025129965,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011386117,8/5/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011483822,8/1/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011483835,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011483851,8/5/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011387877,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0025627701,7/24/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011389374,7/28/2020,PROBLEM APPS,/  /,/  /,REP,
OH0015592787,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011398056,7/29/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011399193,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019043520,7/27/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0019535142,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011404149,7/28/2020,PROBLEM APPS,/  /,/  /,DEM,
OH0011488894,8/6/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011407397,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011408346,8/20/2020,PROBLEM APPS,/  /,/  /,UNC,
OH0011637236,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0011637379,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0023374023,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0023374049,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011637693,8/10/2020,WITHDRAWN,/  /,/  /,---,
OH0023005261,8/10/2020,WITHDRAWN,/  /,/  /,DEM,
OH0020222226,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0011638598,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0011638609,8/7/2020,WITHDRAWN,/  /,/  /,---,
OH0011650757,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0025057346,8/13/2020,WITHDRAWN,/  /,/  /,---,
OH0022446391,8/13/2020,WITHDRAWN,/  /,/  /,DEM,
OH0011639118,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0011644322,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0025638612,8/6/2020,WITHDRAWN,/  /,/  /,---,
OH0022984468,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0011639233,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0023375216,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0025029509,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0022526241,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011639492,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0025257903,8/19/2020,WITHDRAWN,/  /,/  /,DEM,
OH0011639915,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0022712515,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011640238,8/14/2020,WITHDRAWN,/  /,/  /,---,
OH0011640429,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0019001661,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011640686,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0011640854,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011640948,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0011640999,8/12/2020,WITHDRAWN,/  /,/  /,DEM,
OH0011641139,5/13/2020,WITHDRAWN,/  /,/  /,DEM,
OH0011641151,5/13/2020,WITHDRAWN,/  /,/  /,DEM,
OH0015884943,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011641250,8/12/2020,WITHDRAWN,/  /,/  /,---,
OH0011641349,4/14/2020,WITHDRAWN,/  /,/  /,REP,
